@relation Aviation_Accident_Database_&_Synopses.arff-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute ' Longitude' numeric

@data
-0.005774,-0.013549,-4
0.002977,0.000084,-5
0.007751,-0.003395,5
-0.008309,0.008305,-7
0.002119,0.000709,-3
-0.000927,0.002927,-4
0.005605,-0.001831,-4
0.003104,-0.000009,-4
0.001532,0.001136,-6
0.004639,-0.001127,-4
-0.001153,0.003092,-3
-0.019628,-0.003457,-7
0.015825,0.010731,-4
-0.010251,0.009719,-7
-0.012485,0.011347,-7
-0.000793,0.002829,-5
-0.001435,0.003298,-4
0.002365,0.00053,-4
-0.003168,0.00456,-6
0.009849,0.015085,-4
-0.000302,0.002472,-3
0.000501,0.001887,-5
0.002958,0.000098,-5
0.00003,0.00223,-5
0.002808,0.000207,-5
0.024246,-0.01541,-2
0.002977,0.000084,-5
-0.001623,0.003435,-5
0.002454,0.000464,-5
0.004845,-0.001277,-4
0.005448,-0.001716,-4
-0.015764,-0.006272,-5
-0.009776,0.009374,-7
0.020532,0.007303,-3
0.014367,0.011794,-4
0.00419,-0.020807,-3
0.001572,0.001107,-6
0.003276,-0.000134,-4
0.002899,0.00014,-4
-0.009182,0.008941,-7
0.003137,-0.000033,-4
-0.000246,0.002431,-4
0.0017,0.001014,-3
-0.013896,-0.007633,0
0.002384,0.000515,-4
-0.008331,-0.011686,-5
-0.002656,0.004187,-4
0.002837,0.000186,-4
0.013902,0.012132,-4
0.003918,-0.000602,-4
0.000739,0.001714,-5
0.004525,-0.001044,-4
0.003348,-0.000187,-5
0.005398,-0.00168,-4
-0.002634,0.004171,-5
0.000095,0.002183,-3
0.000294,0.002038,-3
0.000277,0.00205,-4
-0.001518,0.003358,1
-0.013209,-0.008133,-5
0.002873,0.000159,-3
-0.001618,0.003431,-5
0.024217,-0.015389,-2
0.000019,0.002238,-3
0.005072,-0.001443,-4
0.002827,0.000193,-4
-0.00074,0.002791,-3
-0.003079,0.004495,-6
-0.000557,0.002658,-4
0.017918,-0.010801,-2
0.000811,0.001661,-4
-0.011442,-0.00942,-5
-0.008793,0.008657,-7
0.000867,0.001621,-4
0.002541,0.000401,-5
0.00327,-0.00013,-4
-0.001453,0.003311,-6
-0.007347,0.007604,-7
-0.010375,0.00981,-7
0.004902,-0.001319,-4
0.000807,0.001665,-5
-0.008653,-0.011452,-5
0.020456,-0.012649,-2
0.002338,0.000549,-5
0.017536,-0.010522,7
0.00101,0.001517,-3
-0.000078,0.002309,-3
-0.009908,-0.010537,-6
-0.008366,0.008346,-8
-0.009634,-0.010737,-4
0.00042,0.001946,-5
0.012316,0.013288,-4
0.01339,0.012505,-4
-0.000104,0.002328,-5
-0.003102,0.004512,-5
-0.001521,0.00336,-6
-0.000041,0.002282,-3
-0.007657,0.00783,-7
0.003955,-0.000629,5
0.000646,0.001782,-3
-0.001809,0.00357,-3
-0.009973,0.009517,-7
-0.000449,0.002579,-4
0.0033,-0.000152,-4
-0.000256,0.002438,-4
0.002068,0.000746,-4
-0.009149,-0.011091,-5
-0.00861,0.008524,-7
0.004234,-0.000833,-5
-0.000848,0.00287,-5
0.000654,0.001776,-4
-0.011193,-0.009602,-3
-0.00873,0.008611,-7
0.004368,-0.00093,-4
0.009829,-0.004908,-3
0.006089,-0.002183,-4
-0.000446,0.002577,-6
0.00615,-0.002228,-4
-0.001257,0.003168,-5
0.00203,0.000774,-3
-0.000952,0.002946,-5
-0.008922,0.008751,-7
0.001012,0.001515,-6
0.001629,0.001065,-3
0.000426,0.001941,-4
-0.002106,0.003786,-6
0.002316,0.000565,-3
-0.001481,0.003331,-4
-0.002059,0.003752,-6
0.000624,0.001798,-3
-0.001794,0.003559,-4
0.002732,0.000262,-5
-0.002678,0.004203,-6
-0.00144,0.003301,-6
-0.009043,-0.011168,-4
-0.011023,-0.009725,-5
0.00312,-0.000021,-5
-0.007944,-0.011968,-4
0.00241,0.000496,-3
-0.003226,0.004602,-6
0.000026,0.002233,-5
0.005445,-0.001715,-4
-0.001987,0.0037,-6
-0.000642,0.00272,-6
0.015512,-0.009048,-3
0.002063,0.000749,-4
0.0012,0.001378,-6
0.005478,-0.001738,-4
0.004764,-0.001218,-4
-0.000167,0.002373,-5
0.004158,-0.000777,-4
-0.008137,-0.011828,-5
-0.009766,-0.010641,-6
-0.008713,0.008599,-7
0.004273,-0.000861,-4
-0.013339,-0.008038,-6
0.002387,0.000513,-3
0.004291,-0.000874,-4
0.005374,-0.001663,-4
0.002457,0.000462,-5
-0.003381,0.004715,-6
0.000911,0.001589,-3
-0.009637,0.009272,-7
0.001185,0.001389,-6
0.004965,-0.001365,-4
0.004213,-0.000817,-4
0.010868,0.014342,1
0.001242,0.001347,-6
0.005962,-0.002091,-4
0.009235,0.015532,-4
-0.002708,0.004225,-6
-0.000441,0.002573,-3
-0.007144,-0.012551,-4
0.000134,0.002154,-4
-0.002846,0.004325,-6
0.003455,-0.000265,-4
-0.001095,0.00305,-3
-0.001968,-0.016322,-7
-0.002067,0.003758,-4
-0.003204,0.004586,-6
-0.002106,0.003786,-6
0.000195,0.00211,-4
0.001612,0.001077,-6
0.001458,0.00119,-4
0.00204,0.000766,-5
-0.002543,-0.015903,-5
0.003334,-0.000176,-4
0.000029,0.002231,-5
-0.000657,0.002731,-4
0.000203,0.002104,0
-0.002133,0.003806,-5
-0.002319,0.003942,-5
0.001458,0.00119,-5
-0.000485,0.002605,-3
0.002857,0.000171,-5
0.004905,-0.001321,4
0.001826,0.000922,-4
-0.002016,0.003721,0
0.003074,0.000013,-4
-0.000206,0.002402,-4
-0.010538,-0.010078,-5
0.004577,-0.001082,-4
0.003128,-0.000027,-5
-0.00873,0.008611,-7
0.000139,0.002151,-3
0.000871,0.001617,-5
-0.010044,-0.010439,-5
-0.00005,0.002289,-3
0.002796,0.000215,-5
-0.002617,0.004158,-5
0.003826,-0.000535,-4
0.00377,-0.000494,-4
0.003658,-0.000412,-4
0.002325,0.000558,-5
-0.008552,-0.011525,-4
-0.008738,-0.011389,-4
0.002191,0.000656,-4
-0.01111,-0.009662,-4
-0.002134,0.003806,-6
-0.001437,0.003299,-3
-0.009371,-0.010929,-4
0.002882,0.000153,-5
0.014148,0.011953,-5
0.000336,0.002007,-3
-0.002507,0.004078,-6
0.001877,0.000885,-5
0.003486,-0.000287,-5
0.001902,0.000866,-5
0.020512,-0.01269,5
0.00589,-0.002039,-4
0.00112,0.001436,-5
0.006145,-0.002224,-4
-0.000327,0.002491,-4
0.003959,-0.000632,-5
-0.010204,0.009685,-7
0.003971,-0.020648,-3
-0.000136,0.002351,-4
-0.010143,-0.010366,-4
-0.008562,0.008489,-8
-0.007872,-0.012021,-5
-0.009913,0.009473,-7
0.002401,0.000503,-5
-0.008624,0.008535,-7
0.00957,-0.004719,-4
-0.009618,-0.010749,-5
0.000473,0.001908,-5
-0.00304,0.004467,-4
0.00439,-0.000946,-5
0.000571,0.001836,-5
0.001237,0.001351,-5
0.004549,-0.001062,-4
-0.000186,0.002387,-4
0.004944,-0.00135,-4
0.000739,0.001714,-5
0.003504,-0.000301,-4
-0.00019,0.002391,-3
-0.01044,-0.01015,-6
-0.002677,0.004202,-6
-0.000219,0.002412,-4
0.000431,0.001938,-5
-0.000074,0.002306,-3
0.010438,0.014655,-3
0.00239,0.000511,-4
-0.000808,0.002841,-4
-0.008973,0.008788,-7
0.000305,0.00203,-5
-0.010129,-0.010377,-3
-0.000578,0.002673,-4
-0.000164,0.002371,-4
0.002839,0.000184,-4
-0.008002,-0.011926,-5
-0.008208,0.008231,-8
-0.018593,-0.004211,0
0.005998,-0.002117,-4
0.002009,0.000789,-4
-0.000965,0.002955,-4
0.008174,0.016305,-6
0.000544,0.001856,-5
-0.000071,0.002304,-3
-0.008311,-0.011701,-3
-0.001709,0.003497,-4
0.001532,0.001136,-6
0.004482,-0.001013,-4
0.000859,0.001626,-4
0.003554,-0.000337,1
0.000067,0.002204,-4
0.003265,-0.000127,-5
0.003392,-0.000219,-4
0.000669,0.001765,-6
0.001298,0.001307,-4
0.006252,-0.002302,-4
0.000491,0.001894,-3
-0.002166,0.00383,-6
-0.009055,0.008848,-7
0.001099,0.001451,-4
0.019927,-0.012264,5
-0.002726,0.004238,-6
0.005409,-0.001688,-4
0.000169,0.002129,-4
-0.010282,0.009742,-7
0.005959,-0.002089,-4
0.002489,0.000439,-4
0.001511,0.001151,-3
0.000016,0.00224,-5
-0.002949,0.0044,-5
-0.001563,0.00339,-5
0.002267,0.000601,-5
-0.010144,-0.010366,-4
-0.008592,0.008511,-7
-0.010751,-0.009923,-3
-0.01154,-0.009349,-4
-0.000147,0.002359,-4
-0.00527,-0.013916,-4
0.002738,0.000258,-5
0.002656,0.000318,-4
0.000696,0.001745,-4
-0.008767,-0.011368,-5
0.000032,0.002228,-4
0.001518,-0.018861,-4
0.006091,-0.002185,-4
-0.008775,0.008644,-7
0.00429,-0.000873,-4
-0.002687,0.004209,-6
-0.002124,0.003799,-6
-0.000316,0.002482,-4
0.000604,0.001812,-3
0.014148,0.011953,-5
0.002698,0.000286,-4
-0.0077,-0.012146,-4
0.00303,0.000045,-4
0.011801,0.013663,-3
-0.009617,0.009257,-7
0.002877,0.000156,-5
0.000711,0.001734,-4
0.002786,0.000223,-5
0.002658,0.000316,-5
0.002399,0.000504,4
-0.000129,0.002346,-6
0.002667,0.000309,-4
0.002738,0.000257,-5
0.006438,-0.002438,-4
-0.001397,0.00327,4
0.00421,-0.000815,-4
-0.008324,-0.011691,-4
-0.00765,-0.012182,-4
-0.007549,0.007751,1
0.012765,-0.007047,0
0.002977,0.000084,-5
-0.008874,-0.011291,-4
0.00314,-0.000035,-5
0.002155,0.000682,-4
0.003473,-0.000278,-4
-0.008622,-0.011475,3
0.000238,0.002079,-3
0.003404,-0.000228,-4
-0.001623,0.003434,-5
-0.00002,0.002267,-3
-0.000977,0.002964,-4
0.000457,0.001919,-4
0.005747,-0.001935,-4
0.003262,-0.000124,-4
-0.007661,0.007833,-7
-0.000949,0.002944,-4
-0.010108,0.009616,-7
0.011195,-0.005903,-4
0.012077,-0.026553,-3
-0.001699,0.003489,-4
-0.000288,0.002462,-3
0.001,0.001524,-3
-0.001466,0.00332,-4
-0.000486,0.002606,5
